Instante	APCP	CAPE	CONV	DLWRF	DSWRF	PEVAP	PRES	SPFH	TMP	UGRD	VGRD
728	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
729	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
730	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
731	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
732	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
733	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
734	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
735	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
736	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
737	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
738	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.147039	0.147851	0.148147	0.148343	0.147638
739	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
740	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
741	0.147901	0.148448	0.148098	0.14782	0.14846	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
742	0.147901	0.148448	0.148098	0.14782	0.148461	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
743	0.147901	0.148448	0.148098	0.14782	0.148462	0.148539	0.14704	0.147851	0.148147	0.148343	0.147638
